Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1191409","","Bushi Ban International","923 S BROADWAY ST ","LA PORTE","TX","77571","HARRIS",281-471-2911,"Licensed Center - School Age Program","Full Permit",5/3/2011,51,"bushibanlaporte@gmail.com","717352","","N","N","Y","Y"
"1223886","","Bushi Ban International Clear Lake LLC","2465 BAY AREA BLVD STE B","HOUSTON","TX","77058","HARRIS",281-218-8989,"Licensed Center - School Age Program","Full Permit",7/7/2011,40,"","755270","","N","N","N","Y"
"1506773","","BusiBodies Academy, Inc.","3926 ERIE ST ","HOUSTON","TX","77087","HARRIS",713-645-2121,"Licensed Center - Child Care Program","Full Permit",12/20/2012,136,"","1101579","","Y","Y","Y","Y"
"1115166","","Busy Bee Learning Academy","12250 FONDREN RD ","HOUSTON","TX","77035","HARRIS",713-723-0023,"Licensed Center - Child Care Program","Full Permit",10/20/2010,102,"tinza786@yahoo.com","621928","","Y","Y","Y","Y"
"1518523","","Busy Bees Afterschool Extended Learning LLC @ Horn Academy","4530 HOLLY ST ","BELLAIRE","TX","77401","HARRIS",713-245-9589,"Licensed Center - Before/After School Program","Full Permit",2/5/2014,236,"info@busybeesas.com","1115552","","N","N","Y","Y"
"1529641","","Buttons 'N' Bows Quality Care","17338 INDIGO MIST CT ","HOUSTON","TX","77084","HARRIS",346-333-6389,"Licensed Child-Care Home","Full Permit",12/23/2014,12,"","1130593","","Y","Y","Y","Y"
"854574","","Caleshea Herrington","6307 VISTA GRANDE ST ","HOUSTON","TX","77083","HARRIS",281-879-1970,"Registered Child-Care Home","Registered",11/23/2005,12,"caleshea33@yahoo.com","283617","","Y","Y","Y","Y"
"1507279","","Calvary  Early  Learning Center","17158 BLACKHAWK BLVD ","FRIENDSWOOD","TX","77546","HARRIS",832-569-5257,"Licensed Center - Child Care Program","Full Permit",7/10/2013,112,"","1102304","","Y","Y","Y","Y"
"893008","","Cam  Duong","16206 BROADGLEN CT ","HOUSTON","TX","77082","HARRIS",832-455-0328,"Registered Child-Care Home","Registered",5/12/2008,12,"","350899","","N","Y","Y","Y"
"1352706","","Cam Dung Tran","18402 FAIRWOOD MEADOW CT ","HOUSTON","TX","77084","HARRIS",832-798-7861,"Registered Child-Care Home","Registered",8/15/2011,12,"","914468","","Y","Y","Y","Y"
"1535571","","Cam Khuyen Thi Phan","13834 FORT NELSON DR ","HOUSTON","TX","77083","HARRIS",832-273-1132,"Registered Child-Care Home","Registered",5/1/2014,12,"","1139036","","Y","Y","Y","Y"
"1624531","","Cam Nguyen","5118 E PAGEWICK DR ","HOUSTON","TX","77041","HARRIS",713-370-3308,"Registered Child-Care Home","Registered",5/2/2016,12,"","1242564","","Y","Y","Y","Y"
"1532903","","Camdyn's C.L.A.Y. World","4403 SMOOTH OAK LN ","HOUSTON","TX","77053","HARRIS",832-714-6812,"Licensed Child-Care Home","Full Permit",2/11/2015,12,"","1135007","","Y","Y","Y","Y"
"892580","","Camp Innovation Inc. @ Our Lady of Guadalupe","2405 NAVIGATION BLVD ","HOUSTON","TX","77003","HARRIS",832-859-6656,"Licensed Center - School Age Program","Full Permit",1/7/2009,102,"jsanchez@campinnovation.com","350198","","N","N","Y","Y"
"1027806","6211","Campus Kids @ Benfer Elementary","18027 KUYKENDAHL RD ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",12/17/2009,100,"campuskidsllc@yahoo.com","515168","","N","N","N","Y"
"1353826","","Campus Kids @ Blackshear Elementary School","11211 LACEY RD ","TOMBALL","TX","77375","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",1/24/2012,120,"","915853","","N","N","N","Y"
"899868","6211","Campus Kids @ Brill Elementary","9102 HERTS RD ","SPRING","TX","77379","HARRIS",281-222-4186,"Licensed Center - School Age Program","Full Permit",12/22/2008,90,"","360694","","N","N","N","Y"
"888092","6211","Campus Kids @ Ehrhardt Elementary School","6603 ROSEBROOK LN ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",5/22/2008,100,"campuskidsllc@yahoo.com","342740","","N","N","N","Y"
"899888","6211","Campus Kids @ Frank Elementary","9225 CRESCENT CLOVER DR ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",11/20/2008,187,"","360706","","N","N","N","Y"
"1545710","","Campus Kids @ Haude Elementary School Age Program","3111 LOUETTA RD ","SPRING","TX","77388","HARRIS",832-729-0767,"Licensed Center - School Age Program","Full Permit",2/13/2015,120,"campuskidsllc@yahoo.com","1153625","","N","N","N","Y"
"914548","6211","Campus Kids @ Krahn Elementary School","9502 EDAY DR ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",4/24/2009,120,"campuskidsllc@yahoo.com","377000","","N","N","N","Y"
"1632443","","Campus Kids @ Lemm Elementary School Age Program","19034 JOANLEIGH DR ","SPRING","TX","77388","HARRIS",832-729-0237,"Licensed Center - School Age Program","Initial",8/19/2016,160,"","1253273","","N","N","Y","Y"
"1545921","","Campus Kids @ Metzler Elem School","8500 W RAYFORD RD ","SPRING","TX","77389","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/19/2015,120,"campuskidsllc@yahoo.com","1153882","","N","N","N","Y"
"1030826","6211","Campus Kids @ Mueller Elementary","7074 FM 2920 RD ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",12/17/2009,100,"","518488","","N","N","N","Y"
"1030786","6211","Campus Kids @ Schultz Elementary","7920 WILLOW FOREST DR ","TOMBALL","TX","77375","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/12/2010,85,"campuskidsllc@yahoo.com","518450","","N","N","N","Y"
"1030806","6211","Campus Kids @ Theiss Elementary","17501 THEISS MAIL ROUTE RD ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",1/6/2010,100,"campuskidsllc@yahoo.com","518468","","N","N","N","Y"
"1496390","","Campus Kids @ Zwink Elementary","22200 FRASSATI WAY ","SPRING","TX","77389","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/7/2013,120,"","1089443","","N","N","N","Y"
"1521644","6211","Campus Kids @Bernshausen Elementary School","11116 MAHAFFEY RD ","TOMBALL","TX","77375","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",1/7/2014,100,"","1119656","","N","N","N","Y"
"1546003","","Campus Kids @Epps Island Elementary School SAP","7403 SMILING WOOD LN ","HOUSTON","TX","77086","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",1/29/2015,60,"","1153971","","N","N","N","Y"
"1546029","","Campus Kids @Kaiser Elementary School SAP","13430 BAMMEL NORTH HOUSTON RD ","HOUSTON","TX","77066","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/11/2015,60,"","1154008","","N","N","N","Y"
"1582457","","Campus Kids At French Elementary","5802 W RAYFORD RD ","SPRING","TX","77389","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",1/14/2016,80,"campuskidsllc@yahoo.com","1196058","","N","N","N","Y"
"901269","6211","Campus Kids at Kohrville Elementary School","11600 WOODLAND SHORE DR ","TOMBALL","TX","77375","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/13/2009,135,"","362236","","N","N","N","Y"
"903511","6211","Campus Kids LLC @ Eiland Elementary School","6700 N KLEIN CIRCLE DR ","HOUSTON","TX","77088","HARRIS",832-729-9193,"Licensed Center - School Age Program","Full Permit",1/15/2009,35,"campuskidsllc@yahoo.com","364782","","N","N","N","Y"
"939766","","Campus Kids LLC @ Greenwood Forest Elementary School","12100 MISTY VALLEY DR ","HOUSTON","TX","77066","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",5/26/2009,35,"campuskidsllc@yahoo.com","408348","","N","N","N","Y"
"899653","6211","Campus Kids LLC @ Kreinhop Elementary School","20820 ELLA BLVD ","SPRING","TX","77388","HARRIS",832-729-9185,"Licensed Center - School Age Program","Full Permit",1/6/2009,100,"campuskidsllc@yahoo.com","360451","","N","N","N","Y"
"1632550","6211","Campus Kids@Hassler Elementary School SAP","9325 LOCHLEA RIDGE DR ","KLEIN","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",1/9/2017,120,"","1253443","","N","N","N","Y"
"1632541","","Campus Kids@Mahaffey Elementary School  SAP","10255 MAHAFFEY RD ","TOMBALL","TX","77375","HARRIS",281-468-8013,"Licensed Center - School Age Program","Initial",9/21/2016,120,"","1253426","","N","N","N","Y"
"1546303","","Campus Kids@McDougle Elementary School  SAP","10410 KANSACK LN ","HOUSTON","TX","77086","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/17/2015,60,"","1154426","","N","N","N","Y"
"1521685","6211","Campus Kids@Mittelstadt Elementary School","7525 KLEINGREEN LN ","SPRING","TX","77379","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",12/12/2013,238,"","1119735","","N","N","Y","Y"
"1545990","6211","Campus Kids@Nitsch Elementary School SAP","4702 W MOUNT HOUSTON RD ","HOUSTON","TX","77088","HARRIS",281-468-8013,"Licensed Center - School Age Program","Full Permit",2/18/2015,50,"campuskidsllc@yahoo.com","1153956","","N","N","N","Y"
"1627965","","Candi's Day School","4922 PERRY ST ","HOUSTON","TX","77021","HARRIS",713-360-6800,"Licensed Center - Child Care Program","Full Permit",12/12/2016,41,"","1247431","","Y","Y","Y","Y"
"1506945","","Candyland Aldine","2111 ALDINE MAIL RTE ","HOUSTON","TX","77039","HARRIS",281-449-5361,"Licensed Center - Child Care Program","Full Permit",12/15/2013,170,"candylandald@gmail.com","1101823","","Y","Y","Y","Y"
"1508775","","Candyland VTM","11110 VETERANS MEMORIAL DR ","HOUSTON","TX","77067","HARRIS",281-448-1735,"Licensed Center - Child Care Program","Full Permit",6/27/2013,153,"candylandvtm@gmail.com","1104169","","Y","Y","Y","Y"
"911408","","Canyon Pointe YMCA Afterschool Program","13002 NORTHPOINTE BLVD ","TOMBALL","TX","77377","HARRIS",281-571-3731,"Licensed Center - Before/After School Program","Full Permit",5/13/2009,60,"","373140","","N","N","N","Y"
"406024","","Captain Kidd Child Care Center","6629 BELLFORT ST ","HOUSTON","TX","77087","HARRIS",713-644-3959,"Licensed Center - Child Care Program","Full Permit",12/31/1992,36,"captainkiddccc@aol.com","119497","","Y","Y","Y","Y"
"1558149","","Care Alot Childcare","11002 CHRISTMAS FERN ST ","HOUSTON","TX","77064","HARRIS",832-875-1463,"Licensed Child-Care Home","Full Permit",1/15/2015,12,"","1169489","","Y","Y","Y","Y"
"1039287","","Carletha Washington","18130 DUSTY TERRACE LN ","KATY","TX","77449","HARRIS",832-686-4924,"Registered Child-Care Home","Registered",10/15/2009,12,"carlethawashington@yahoo.com","528612","","Y","Y","Y","Y"
"1618905","","Carmell  Lewis","735 REMWICK DR ","HOUSTON","TX","77073","HARRIS",713-261-0665,"Registered Child-Care Home","Registered",2/16/2016,12,"","1236294","","Y","Y","Y","Y"
"937006","","Carmen  Ruiz","6635 AMBERFIELD LN ","KATY","TX","77449","HARRIS",281-855-0174,"Registered Child-Care Home","Registered",1/16/2009,12,"","405089","","Y","Y","Y","Y"
"852790","","Carmen Lydia Tan","3303 CREEK GROVE DR ","HOUSTON","TX","77066","HARRIS",281-587-0775,"Registered Child-Care Home","Registered",10/10/2005,12,"","279766","","Y","Y","Y","Y"
"1518861","","Carmen Teresa Perez","2402 LAKECREST TOWN DR ","KATY","TX","77493","HARRIS",832-756-4084,"Registered Child-Care Home","Registered",7/17/2013,12,"","1115905","","Y","Y","Y","Y"
"1554825","","Carmenza Duque Beltran","1611 RUSHWORTH DR ","HOUSTON","TX","77014","HARRIS",281-943-9187,"Registered Child-Care Home","Registered",12/16/2014,12,"","1164803","","Y","Y","Y","Y"
"1550007","","Carol  McCormick","3815 HARRIS MILL DR ","KATY","TX","77449","HARRIS",281-229-2501,"Registered Child-Care Home","Registered",10/20/2014,12,"","1159056","","Y","Y","Y","Y"
"839750","","Carol A Poledore","11207 JUTLAND RD ","HOUSTON","TX","77048","HARRIS",832-892-8455,"Registered Child-Care Home","Registered",8/24/2004,12,"","251814","","Y","Y","Y","Y"
"410352","","CAROL ANDRUS","1522 E 32ND 1/2 ST ","HOUSTON","TX","77022","HARRIS",832-462-4133,"Registered Child-Care Home","Registered",10/16/1991,12,"","122338","","Y","Y","Y","Y"
"405215","","Carol Faldik","10510 MAYFIELD RD ","HOUSTON","TX","77043","HARRIS",713-465-1397,"Registered Child-Care Home","Registered",1/14/1991,12,"","119001","","Y","Y","Y","Y"
"166606","","Carol Lovelady","3903 EBBTIDE DR ","HOUSTON","TX","77045","HARRIS",713-433-2394,"Registered Child-Care Home","Registered",1/18/1987,12,"carollovelady@yahoo.com","98266","","Y","Y","Y","Y"
"522382","","Caroleen Barnette","22915 INDIAN RIDGE DR ","KATY","TX","77450","HARRIS",281-392-0021,"Registered Child-Care Home","Registered",5/23/1996,12,"","146343","","Y","Y","Y","Y"
"863888","","Caroline Rexti","11570 BELLSPRING DR ","HOUSTON","TX","77072","HARRIS",713-277-4246,"Registered Child-Care Home","Registered",9/29/2006,12,"","301465","","Y","Y","Y","Y"
"1482608","","Caroline School-A Program of Easter Seals of Greater Houston","4500 BISSONNET ST STE 100","BELLAIRE","TX","77401","HARRIS",713-838-9050,"Licensed Center - Child Care Program","Full Permit",12/12/2012,34,"","1071890","","Y","Y","Y","Y"
"1546243","","Carolyn  Sue Miranda","4626 LOCHSHIN DR ","HOUSTON","TX","77084","HARRIS",281-855-1910,"Registered Child-Care Home","Registered",9/2/2014,12,"","1154299","","Y","Y","Y","Y"
"403793","","Carolyn Alexander","4346 LARKSPUR ST ","HOUSTON","TX","77051","HARRIS",713-733-4327,"Registered Child-Care Home","Registered",10/25/1990,12,"","118229","","Y","Y","Y","Y"
"138362","","Carolyn E Willis","10707 BURDINE ST ","HOUSTON","TX","77096","HARRIS",713-721-2812,"Registered Child-Care Home","Registered",2/7/1987,12,"","96997","","Y","Y","Y","Y"
"400515","","Carriage Lane Learning Center","8434 WEST RD ","HOUSTON","TX","77064","HARRIS",713-896-9766,"Licensed Center - Child Care Program","Full Permit",4/9/1990,114,"","116113","","Y","Y","Y","Y"
"870918","","Carroll Academy YMCA After School","423 W GULF BANK RD ","HOUSTON","TX","77037","HARRIS",832-473-5596,"Licensed Center - School Age Program","Full Permit",6/5/2007,60,"","313241","","N","N","Y","Y"
"1130606","","Castillo Family Day Care","8010 SWEETSTONE BLUFF LN ","CYPRESS","TX","77433","HARRIS",281-550-8322,"Licensed Child-Care Home","Full Permit",9/24/2010,12,"","640988","","Y","Y","Y","Y"
"222667","","Cathedral House","1117 TEXAS ST ","HOUSTON","TX","77002","HARRIS",713-222-2482,"Licensed Center - Child Care Program","Full Permit",2/13/1987,136,"cathedralhouse@mmschools.org","102813","","Y","Y","Y","Y"
"502967","","Catherine Rex","1511 PANORAMA VIEW LN ","HOUSTON","TX","77089","HARRIS",713-991-4603,"Registered Child-Care Home","Registered",5/27/1999,12,"","132343","","N","N","N","Y"
"1425666","","Catita's Mini Daycare","4639 HAWK MEADOW DR ","KATY","TX","77449","HARRIS",832-248-0897,"Licensed Child-Care Home","Full Permit",9/19/2012,12,"","999128","","Y","Y","Y","Y"
"1551870","","Cecily Jackson","18001 CYPRESS TRACE RD APT 2305","HOUSTON","TX","77090","HARRIS",832-245-2226,"Registered Child-Care Home","Registered",12/19/2014,12,"","1161439","","Y","Y","Y","Y"
"1627059","","Celebrate Learning Academy","4500 HIGHWAY 6 N STE D","HOUSTON","TX","77084","HARRIS",832-427-5980,"Licensed Center - Child Care Program","Full Permit",1/4/2017,102,"","1246080","","Y","Y","Y","Y"
"233005","","Center For Hearing and Speech","3636 W DALLAS ST ","HOUSTON","TX","77019","HARRIS",713-523-3633,"Licensed Center - Child Care Program","Full Permit",12/21/1987,45,"javiya@centerhearingandspeech.org","104207","","N","Y","Y","Y"
"1565658","","Central Park Montessori Academy","14311 PARK ROW ","HOUSTON","TX","77084","HARRIS",281-589-0988,"Licensed Center - Child Care Program","Full Permit",12/14/2015,136,"centralparkma@gmail.com","1179423","","Y","Y","Y","Y"
"1566963","","Centro Kids Child Development Center","5621 NORTH FWY # C","HOUSTON","TX","77076","HARRIS",713-742-6726,"Licensed Center - Child Care Program","Full Permit",12/18/2015,68,"","1180665","","Y","Y","Y","Y"
"516087","","Champion Forest Baptist Church","15555 STUEBNER AIRLINE RD ","HOUSTON","TX","77069","HARRIS",281-586-2012,"Licensed Center - Child Care Program","Full Permit",2/20/1996,250,"ayost@cfbc.org","141596","","Y","Y","Y","Y"
"1235306","","Champion Kids Academy","3031 VALLEY SPRING TRL ","KATY","TX","77449","HARRIS",281-646-0837,"Licensed Child-Care Home","Full Permit",4/6/2011,12,"","768668","","N","Y","Y","Y"
"1539921","","Champions Academy of Cypress","14530 CYPRESS MILL PLACE BLVD ","CYPRESS","TX","77429","HARRIS",832-843-6503,"Licensed Center - Child Care Program","Full Permit",12/9/2014,255,"","1145375","","Y","Y","Y","Y"
"1633266","","Champions Christian Academy","2105 CYPRESS LANDING DR ","HOUSTON","TX","77090","HARRIS",281-440-1155,"Licensed Center - Child Care Program","Initial",9/28/2016,226,"","1254404","","Y","Y","Y","Y"
"1620502","","Champions Learning Academy","17155 OLD LOUETTA RD ","HOUSTON","TX","77070","HARRIS",281-257-8775,"Licensed Center - Child Care Program","Full Permit",8/24/2016,184,"","1238325","","Y","Y","Y","Y"
"1202426","","Champions Montessori School","16715 CHAMPION DR ","SPRING","TX","77379","HARRIS",281-257-2700,"Licensed Center - Child Care Program","Full Permit",12/15/2010,175,"","730508","","N","Y","Y","Y"
"872265","","Champions-Klenk Elementary School ASP","6111 BOURGEOIS RD ","HOUSTON","TX","77066","HARRIS",832-484-6855,"Licensed Center - Before/After School Program","Full Permit",4/12/2007,68,"","315024","","N","N","N","Y"
"874141","","Chan Tran Tram","6638 BELLAIRE GARDENS DR ","HOUSTON","TX","77072","HARRIS",832-858-2379,"Registered Child-Care Home","Registered",6/15/2007,12,"","317412","","Y","Y","Y","Y"
"502257","","Chandra Cooksey","21514 ALDERCY ","HUMBLE","TX","77338","HARRIS",281-258-9034,"Registered Child-Care Home","Registered",8/17/1993,12,"","131859","","N","Y","Y","Y"
"1161126","","Change Happens! Third Ward Youth Center","3353 ELGIN ST ","HOUSTON","TX","77004","HARRIS",713-374-1200,"Licensed Center - School Age Program","Full Permit",8/11/2010,100,"","679728","","N","N","N","Y"
"1639248","","CHANGED Christian Academy","1319 W MOUNT HOUSTON RD ","HOUSTON","TX","77038","HARRIS",281-847-2299,"Licensed Center - Child Care Program","Full Permit",10/17/2016,104,"","1261073","","Y","Y","Y","Y"
"1511246","","Chanh Nguyen","6227 BRIAR TERRACE DR ","HOUSTON","TX","77072","HARRIS",281-933-3522,"Registered Child-Care Home","Registered",4/4/2013,12,"","1107010","","N","Y","Y","Y"
"1507017","","Channelview Head Start","16102 RIDLON ST ","CHANNELVIEW","TX","77530","HARRIS",713-696-1852,"Licensed Center - Child Care Program","Full Permit",6/13/2013,100,"hsoperations@hcde-texas.org","1101923","","N","N","Y","Y"
"1430087","","Channelview I S D Children's Center","911 SHELDON RD ","CHANNELVIEW","TX","77530","HARRIS",281-860-3810,"Licensed Center - Child Care Program","Full Permit",3/19/2012,170,"","1004870","","Y","Y","Y","Y"
